category,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,rating
Plant Extracts,lemon,,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,lemon,,,,,,Poor
 Sensitizing,lemon,,,,,,Poor
Plant Extracts,lemon,balm,,,,,Poor
 Sensitizing,lemon,balm,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,lemon,balm,,,,,Poor
Plant Extracts,lemongrass,extract,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,lemongrass,extract,,,,,Poor
 Sensitizing,lemongrass,extract,,,,,Poor
Plant Extracts,lemongrass,oil,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,lemongrass,oil,,,,,Poor
 Sensitizing,lemongrass,oil,,,,,Poor
Antioxidants,lemon,juice,,,,,Poor
 Sensitizing,lemon,juice,,,,,Poor
Plant Extracts,lemon,oil,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,lemon,oil,,,,,Poor
 Sensitizing,lemon,oil,,,,,Poor
Antioxidants,lentil,fruit,extract,,,,Good
 Plant Extracts,lentil,fruit,extract,,,,Good
 Skin-Softening,lentil,fruit,extract,,,,Good
Plant Extracts,Lentinus,edodes,extract,,,,Average
 Sensitizing,Lentinus,edodes,extract,,,,Average
 Antioxidants,Lentinus,edodes,extract,,,,Average
Skin-Soothing,Leontopodium,alpinum,extract,,,,Best
 Antioxidants,Leontopodium,alpinum,extract,,,,Best
 Plant Extracts,Leontopodium,alpinum,extract,,,,Best
Plant Extracts,Leptospermum,scoparium,oil,,,,Good
 Antioxidants,Leptospermum,scoparium,oil,,,,Good
Skin-Replenishing,leucine,,,,,,Good
Plant Extracts,Levisticum,officinale,root,extract,,,Poor
 Sensitizing,Levisticum,officinale,root,extract,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,Levisticum,officinale,root,extract,,,Poor
Skin-Soothing,licorice,extract,,,,,Best
 Plant Extracts,licorice,extract,,,,,Best
 Antioxidants,licorice,extract,,,,,Best
Skin-Soothing,licorice,root,,,,,Best
 Plant Extracts,licorice,root,,,,,Best
Plant Extracts,Lilium,candidum,bulb,extract,,,Average
Plant Extracts,lime,oil,and,extract,,,Poor
 Sensitizing,lime,oil,and,extract,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,lime,oil,and,extract,,,Poor
Plant Extracts,Limnanthes,alba,,,,,Good
 Skin-Softening,Limnanthes,alba,,,,,Good
Plant Extracts,Limnanthes,alba,seed,oil,,,Good
Fragrance: Synthetic and Fragrant Plant Extracts,limonene,,,,,,Poor
 Sensitizing,limonene,,,,,,Poor
Fragrance: Synthetic and Fragrant Plant Extracts,linalool,,,,,,Poor
 Sensitizing,linalool,,,,,,Poor
Antioxidants,linden,flower,extract,,,,Best
 Plant Extracts,linden,flower,extract,,,,Best
Skin-Soothing,linoleic,acid,,,,,Best
 Antioxidants,linoleic,acid,,,,,Best
 Skin-Restoring,linoleic,acid,,,,,Best
 Emollients,linoleic,acid,,,,,Best
Skin-Restoring,linolenic,acid,,,,,Best
 Plant Extracts,linolenic,acid,,,,,Best
Plant Extracts,linseed,oil,,,,,Best
Plant Extracts,Linum,usitatissimum,extract,,,,Best
Thickeners/Emulsifiers,lipid,,,,,,Best
 Emollients,lipid,,,,,,Best
 Skin-Replenishing,lipid,,,,,,Best
Miscellaneous,liposomes,,,,,,Good
Thickeners/Emulsifiers,lithium,magnesium,sodium,silicate,,,Good
 Texture Enhancer,lithium,magnesium,sodium,silicate,,,Good
 Absorbent,lithium,magnesium,sodium,silicate,,,Good
Skin-Soothing,Lithospermum,erythrorhizon,,,,,Best
 Antioxidants,Lithospermum,erythrorhizon,,,,,Best
 Plant Extracts,Lithospermum,erythrorhizon,,,,,Best
Plant Extracts,Litsea,cubeba,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,Litsea,cubeba,,,,,Poor
 Sensitizing,Litsea,cubeba,,,,,Poor
Plant Extracts,locust,bean,,,,,Good
 Texture Enhancer,locust,bean,,,,,Good
 Thickeners/Emulsifiers,locust,bean,,,,,Good
 Film-Forming/Holding Agents,locust,bean,,,,,Good
Skin-Soothing,Lonicera,caprifolium,flower,extract,,,Best
 Plant Extracts,Lonicera,caprifolium,flower,extract,,,Best
Skin-Soothing,Lonicera,japonica,,,,,Best
 Plant Extracts,Lonicera,japonica,,,,,Best
Skin-Soothing,Lonicera,japonica,flower,extract,,,Best
 Plant Extracts,Lonicera,japonica,flower,extract,,,Best
Antioxidants,loquat,extract,,,,,Best
 Plant Extracts,loquat,extract,,,,,Best
Skin-Soothing,lotus,seed,extract,,,,Best
 Antioxidants,lotus,seed,extract,,,,Best
 Plant Extracts,lotus,seed,extract,,,,Best
Plant Extracts,lovage,root,extract,,,,Poor
 Sensitizing,lovage,root,extract,,,,Poor
Antioxidants,lupine,,,,,,Good
 Plant Extracts,lupine,,,,,,Good
 Emollients,lupine,,,,,,Good
Antioxidants,lupine,oil,,,,,Average
 Emollients,lupine,oil,,,,,Average
 Plant Extracts,lupine,oil,,,,,Average
Antioxidants,Lupinus,albus,extract,,,,Good
 Emollients,Lupinus,albus,extract,,,,Good
 Plant Extracts,Lupinus,albus,extract,,,,Good
Antioxidants,lutein,,,,,,Best
Antioxidants,Lycium,barbarum,fruit,extract,,,Good
 Skin-Softening,Lycium,barbarum,fruit,extract,,,Good
Antioxidants,lycopene,,,,,,Best
Cleansing Agents,lye,,,,,,Poor
 Sensitizing,lye,,,,,,Poor
Antioxidants,lysine,,,,,,Good
 Skin-Replenishing,lysine,,,,,,Good
Plant Extracts,macadamia,nut,oil,,,,Good
 Emollients,macadamia,nut,oil,,,,Good
Antioxidants,madecassoside,,,,,,Best
 Plant Extracts,madecassoside,,,,,,Best
Absorbent,magnesium,,,,,,Good
Thickeners/Emulsifiers,magnesium,aluminum,silicate,,,,Good
Antioxidants,magnesium,ascorbyl,palmitate,,,,Good
 Vitamins,magnesium,ascorbyl,palmitate,,,,Good
Antioxidants,magnesium,ascorbyl,phosphate,,,,Best
 Vitamins,magnesium,ascorbyl,phosphate,,,,Best
Absorbent,magnesium,carbonate,,,,,Good
Absorbent,magnesium,hydroxide,,,,,Good
 Miscellaneous,magnesium,hydroxide,,,,,Good
Cleansing Agents,magnesium,laureth,sulfate,,,,Good
Cleansing Agents,magnesium,oleth,sulfate,,,,Good
Thickeners/Emulsifiers,magnesium,stearate,,,,,Good
 Texture Enhancer,magnesium,stearate,,,,,Good
Texture Enhancer,magnesium,sulfate,,,,,Good
Antioxidants,Mahonia,aquifolium,root,extract,,,Good
 Plant Extracts,Mahonia,aquifolium,root,extract,,,Good
Exfoliant,malic,acid,,,,,Best
Skin-Soothing,mallow,,,,,,Best
 Texture Enhancer,mallow,,,,,,Best
 Plant Extracts,mallow,,,,,,Best
Hydration,maltooligosyl,glucoside,,,,,Good
 Film-Forming Agents,maltooligosyl,glucoside,,,,,Good
 Emulsifiers,maltooligosyl,glucoside,,,,,Good
 Film-Forming/Holding Agents,maltooligosyl,glucoside,,,,,Good
 Texture Enhancer,maltooligosyl,glucoside,,,,,Good
Plant Extracts,malvaceae,extract,,,,,Average
Skin-Soothing,Malva,sylvestris,extract,,,,Good
 Antioxidants,Malva,sylvestris,extract,,,,Good
 Plant Extracts,Malva,sylvestris,extract,,,,Good
Plant Extracts,mandarin,orange,oil,or,extract,,Poor
 Sensitizing,mandarin,orange,oil,or,extract,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,mandarin,orange,oil,or,extract,,Poor
Exfoliant,mandelic,acid,,,,,Good
Antioxidants,manganese,gluconate,,,,,Average
Coloring Agents/Pigments,manganese,violet,,,,,Good
Plant Extracts,Mangifera,indica,(mango),seed,butter,,Best
 Skin-Replenishing,Mangifera,indica,(mango),seed,butter,,Best
 Emollients,Mangifera,indica,(mango),seed,butter,,Best
Antioxidants,Mangifera,indica,root,,,,Good
 Plant Extracts,Mangifera,indica,root,,,,Good
Plant Extracts,manuka,oil,,,,,Good
 Antioxidants,manuka,oil,,,,,Good
Skin-Soothing,marigold,,,,,,Good
 Antioxidants,marigold,,,,,,Good
 Plant Extracts,marigold,,,,,,Good
Antioxidants,marionberry,,,,,,Good
 Plant Extracts,marionberry,,,,,,Good
Plant Extracts,marjoram,,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,marjoram,,,,,,Poor
 Sensitizing,marjoram,,,,,,Poor
Skin-Soothing,marshmallow,,,,,,Best
 Plant Extracts,marshmallow,,,,,,Best
 Texture Enhancer,marshmallow,,,,,,Best
Antioxidants,Mastocarpus,stellatus,,,,,Good
 Texture Enhancer,Mastocarpus,stellatus,,,,,Good
 Plant Extracts,Mastocarpus,stellatus,,,,,Good
 Emollients,Mastocarpus,stellatus,,,,,Good
Skin-Soothing,mate,extract,,,,,Best
 Antioxidants,mate,extract,,,,,Best
 Plant Extracts,mate,extract,,,,,Best
Antioxidants,matricaria,oil,,,,,Best
 Plant Extracts,matricaria,oil,,,,,Best
Thickeners/Emulsifiers,MEA,,,,,,Average
Plant Extracts,meadowfoam,seed,oil,,,,Good
 Emollients,meadowfoam,seed,oil,,,,Good
Skin-Soothing,meadowsweet,extract,,,,,Best
 Plant Extracts,meadowsweet,extract,,,,,Best
Antioxidants,Medicago,sativa,,,,,Best
 Plant Extracts,Medicago,sativa,,,,,Best
Plant Extracts,Melaleuca,alternifolia,,,,,Good
 Antioxidants,Melaleuca,alternifolia,,,,,Good
Plant Extracts,Melaleuca,cajeputi,oil,,,,Poor
 Sensitizing,Melaleuca,cajeputi,oil,,,,Poor
Sensitizing,Melia,azadirachta,,,,,Poor
Skin-Replenishing,melibiose,,,,,,Good
Plant Extracts,Melissa,officinalis,,,,,Poor
 Sensitizing,Melissa,officinalis,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,Melissa,officinalis,,,,,Poor
Plant Extracts,Mentha,arvensis,,,,,Poor
 Sensitizing,Mentha,arvensis,,,,,Poor
Plant Extracts,Mentha,piperita,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,Mentha,piperita,,,,,Poor
 Sensitizing,Mentha,piperita,,,,,Poor
Plant Extracts,Mentha,spicata,,,,,Poor
 Sensitizing,Mentha,spicata,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,Mentha,spicata,,,,,Poor
Plant Extracts,Mentha,viridis,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,Mentha,viridis,,,,,Poor
 Sensitizing,Mentha,viridis,,,,,Poor
Plant Extracts,menthol,,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,menthol,,,,,,Poor
 Sensitizing,menthol,,,,,,Poor
Plant Extracts,menthone,,,,,,Poor
 Sensitizing,menthone,,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,menthone,,,,,,Poor
Fragrance: Synthetic and Fragrant Plant Extracts,menthoxypropanediol,,,,,,Poor
 Sensitizing,menthoxypropanediol,,,,,,Poor
Sunscreen Actives,menthyl,anthranilate,,,,,Best
Fragrance: Synthetic and Fragrant Plant Extracts,menthyl,lactate,,,,,Poor
 Sensitizing,menthyl,lactate,,,,,Poor
Sunscreen Actives,meradmiate,,,,,,Best
Sensitizing,methanol,,,,,,Poor
Silicones,methicone,,,,,,Good
 Emollients,methicone,,,,,,Good
 Slip Agents,methicone,,,,,,Good
Antioxidants,methionine,,,,,,Good
 Skin-Replenishing,methionine,,,,,,Good
Preservatives,methylchloroisothiazolinone,,,,,,Poor
 Sensitizing,methylchloroisothiazolinone,,,,,,Poor
Preservatives,methyldibromo,glutaronitrile,,,,,Poor
Fragrance: Synthetic and Fragrant Plant Extracts,methyldihydrojasmonate,,,,,,Poor
Skin-Softening,methyl,gluceth-20,,,,,Good
Texture Enhancer,methyl,gluceth-20,benzoate,,,,Good
 Emollients,methyl,gluceth-20,benzoate,,,,Good
Emollients,methyl,glucose,sesquistearate,,,,Good
 Skin-Softening,methyl,glucose,sesquistearate,,,,Good
Skin-Softening,methylglucoside,phosphate,,,,,Good
Preservatives,methylisothiazolinone,,,,,,Poor
 Sensitizing,methylisothiazolinone,,,,,,Poor
Preservatives,methylparaben,,,,,,Good
Miscellaneous,methylpropanediol,,,,,,Good
 Hydration,methylpropanediol,,,,,,Good
Silicones,methylsilanol,mannuronate,,,,,Good
 Emollients,methylsilanol,mannuronate,,,,,Good
 Texture Enhancer,methylsilanol,mannuronate,,,,,Good
Silicones,methylsilanol,PEG-7,glyceryl,cocoate,,,Good
 Emollients,methylsilanol,PEG-7,glyceryl,cocoate,,,Good
 Texture Enhancer,methylsilanol,PEG-7,glyceryl,cocoate,,,Good
Antioxidants,methylsufonylsulfate,,,,,,Good
Silicones,methyl,trimethicone,,,,,Good
 Slip Agents,methyl,trimethicone,,,,,Good
 Emollients,methyl,trimethicone,,,,,Good
Uncategorized,Mexoryl,SX,,,,,Best
Coloring Agents/Pigments,mica,,,,,,Good
Thickeners/Emulsifiers,microcrystalline,wax,,,,,Good
 Texture Enhancer,microcrystalline,wax,,,,,Good
Antioxidants,Microcystis,aeruginosa,,,,,Good
 Texture Enhancer,Microcystis,aeruginosa,,,,,Good
 Plant Extracts,Microcystis,aeruginosa,,,,,Good
 Emollients,Microcystis,aeruginosa,,,,,Good
Emollients,milk,protein,,,,,Good
 Skin-Replenishing,milk,protein,,,,,Good
Antioxidants,milk,vetch,root,,,,Good
 Plant Extracts,milk,vetch,root,,,,Good
Plant Extracts,millet,seed,extract,,,,Average
 Skin-Softening,millet,seed,extract,,,,Average
Plant Extracts,mimosa,oil,or,extract,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,mimosa,oil,or,extract,,,Poor
Emollients,mineral,oil,,,,,Good
Plant Extracts,mint,,,,,,Poor
 Sensitizing,mint,,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,mint,,,,,,Poor
Plant Extracts,mixed,fruit,extracts,,,,Good
Texture Enhancer,montan,wax,,,,,Good
Absorbent,montmorillonite,,,,,,Good
Skin-Soothing,Morinda,citrifolia,,,,,Good
 Antioxidants,Morinda,citrifolia,,,,,Good
 Plant Extracts,Morinda,citrifolia,,,,,Good
Antioxidants,Morus,alba,root,extract,,,Good
 Plant Extracts,Morus,alba,root,extract,,,Good
Plant Extracts,Morus,bombycis,root,extract,,,Good
Plant Extracts,Morus,nigra,root,extract,,,Good
Skin-Replenishing,mucopolysaccharide,,,,,,Best
Miscellaneous,Mucor,miehei,extract,,,,Average
Plant Extracts,mugwort,extract,,,,,Average
Plant Extracts,mulberry,extract,,,,,Good
 Antioxidants,mulberry,extract,,,,,Good
Emollients,murumuru,seed,butter,,,,Good
 Plant Extracts,murumuru,seed,butter,,,,Good
Cleansing Agents,myristic,acid,,,,,Good
Texture Enhancer,myristyl,myristate,,,,,Good
 Emollients,myristyl,myristate,,,,,Good
Miscellaneous,myristyl,nicotinate,,,,,Best
Plant Extracts,myrrh,,,,,,Poor
 Sensitizing,myrrh,,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,myrrh,,,,,,Poor
Plant Extracts,myrtle,extract,,,,,Poor
 Sensitizing,myrtle,extract,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,myrtle,extract,,,,,Poor
Plant Extracts,Myrtus,communis,extract,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,Myrtus,communis,extract,,,,Poor
 Sensitizing,Myrtus,communis,extract,,,,Poor
Plant Extracts,N6-furfuryladenine,,,,,,Average
 Skin-Restoring,N6-furfuryladenine,,,,,,Average
Antioxidants,N-acetyl-L,tyrosine,,,,,Average
 Skin-Replenishing,N-acetyl-L,tyrosine,,,,,Average
Skin-Replenishing,NaPCA,,,,,,Good
Plant Extracts,Narcissus,poeticus,wax,,,,Poor
 Sensitizing,Narcissus,poeticus,wax,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,Narcissus,poeticus,wax,,,,Poor
Plant Extracts,Nardostachys,jatamansi,,,,,Good
 Antioxidants,Nardostachys,jatamansi,,,,,Good
Antioxidants,Nasturtium,officinale,extract,,,,Average
 Plant Extracts,Nasturtium,officinale,extract,,,,Average
Antioxidants,natto,gum,,,,,Good
 Plant Extracts,natto,gum,,,,,Good
Skin-Replenishing,natural,moisturizing,factor,(NMF),,,Best
Plant Extracts,neem,extract,or,oil,,,Average
 Sensitizing,neem,extract,or,oil,,,Average
 Fragrance: Synthetic and Fragrant Plant Extracts,neem,extract,or,oil,,,Average
Texture Enhancer,neopentyl,glycol,dicaprylate/dicaprate,,,,Good
 Emollients,neopentyl,glycol,dicaprylate/dicaprate,,,,Good
Texture Enhancer,neopentyl,glycol,diheptanoate,,,,Good
 Skin-Softening,neopentyl,glycol,diheptanoate,,,,Good
Plant Extracts,neroli,,,,,,Poor
 Sensitizing,neroli,,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,neroli,,,,,,Poor
Plant Extracts,neroli,oil,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,neroli,oil,,,,,Poor
 Sensitizing,neroli,oil,,,,,Poor
Skin-Soothing,nettle,extract,,,,,Average
 Plant Extracts,nettle,extract,,,,,Average
Skin-Restoring,niacin,,,,,,Best
 Vitamins,niacin,,,,,,Best
Skin-Soothing,niacinamide,,,,,,Best
 Skin-Restoring,niacinamide,,,,,,Best
 Antioxidants,niacinamide,,,,,,Best
 Vitamins,niacinamide,,,,,,Best
Skin-Restoring,nicotinamide,,,,,,Best
 Vitamins,nicotinamide,,,,,,Best
Skin-Restoring,nicotinic,acid,,,,,Best
 Vitamins,nicotinic,acid,,,,,Best
Skin-Soothing,noni,juice,,,,,Good
 Plant Extracts,noni,juice,,,,,Good
 Antioxidants,noni,juice,,,,,Good
Cleansing Agents,nonoxynols,,,,,,Good
Texture Enhancer,nylon-12,,,,,,Good
 Absorbent,nylon-12,,,,,,Good
Antioxidants,Nymphaea,tetragona,,,,,Best
 Plant Extracts,Nymphaea,tetragona,,,,,Best
Plant Extracts,oak,root,extract,,,,Poor
 Sensitizing,oak,root,extract,,,,Poor
 Antioxidants,oak,root,extract,,,,Poor
Skin-Soothing,oat,beta-glucan,,,,,Best
 Antioxidants,oat,beta-glucan,,,,,Best
Skin-Soothing,oat,bran,extract,,,,Best
 Antioxidants,oat,bran,extract,,,,Best
 Plant Extracts,oat,bran,extract,,,,Best
Skin-Soothing,oat,kernel,extract,,,,Best
 Plant Extracts,oat,kernel,extract,,,,Best
Skin-Soothing,oatmeal,,,,,,Best
 Plant Extracts,oatmeal,,,,,,Best
Sunscreen Actives,octinoxate,,,,,,Best
Sunscreen Actives,octisalate,,,,,,Best
Sunscreen Actives,octocrylene,,,,,,Best
Texture Enhancer,octyldodecanol,,,,,,Good
 Emollients,octyldodecanol,,,,,,Good
Texture Enhancer,octyldodecyl,myristate,,,,,Good
 Skin-Softening,octyldodecyl,myristate,,,,,Good
 Emollients,octyldodecyl,myristate,,,,,Good
Emollients,octyldodecyl,neopentanoate,,,,,Good
 Skin-Softening,octyldodecyl,neopentanoate,,,,,Good
Sunscreen Actives,octyl,methoxycinnamate,,,,,Best
Texture Enhancer,octyl,palmitate,,,,,Good
 Emollients,octyl,palmitate,,,,,Good
Sunscreen Actives,octyl,salicylate,,,,,Best
Texture Enhancer,octyl,stearate,,,,,Good
 Emollients,octyl,stearate,,,,,Good
Preservatives,o-cymen-5-ol,,,,,,Good
Skin-Soothing,Oenothera,biennis,oil,,,,Best
 Emollients,Oenothera,biennis,oil,,,,Best
 Plant Extracts,Oenothera,biennis,oil,,,,Best
Antioxidants,Olea,europaea,fruit,oil,,,Good
 Emollients,Olea,europaea,fruit,oil,,,Good
 Plant Extracts,Olea,europaea,fruit,oil,,,Good
 Skin-Replenishing,Olea,europaea,fruit,oil,,,Good
Antioxidants,Olea,europaea,oil,unsaponifiables,,,Best
 Plant Extracts,Olea,europaea,oil,unsaponifiables,,,Best
 Skin-Replenishing,Olea,europaea,oil,unsaponifiables,,,Best
 Emollients,Olea,europaea,oil,unsaponifiables,,,Best
Skin-Soothing,oleanolic,acid,,,,,Best
 Antioxidants,oleanolic,acid,,,,,Best
Cleansing Agents,oleic,acid,,,,,Good
 Texture Enhancer,oleic,acid,,,,,Good
Texture Enhancer,oleth-10,,,,,,Good
 Cleansing Agents,oleth-10,,,,,,Good
Cleansing Agents,oleths,,,,,,Good
Skin-Softening,oleyl,erucate,,,,,Good
Fragrance: Synthetic and Fragrant Plant Extracts,olibanum,extract,,,,,Poor
 Sensitizing,olibanum,extract,,,,,Poor
Antioxidants,olive,oil/olive,fruit,oil,,,Good
 Plant Extracts,olive,oil/olive,fruit,oil,,,Good
 Skin-Replenishing,olive,oil/olive,fruit,oil,,,Good
 Emollients,olive,oil/olive,fruit,oil,,,Good
Plant Extracts,orange,blossom,,,,,Poor
 Sensitizing,orange,blossom,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,orange,blossom,,,,,Poor
Plant Extracts,Orbignya,martiana,,,,,Good
 Emollients,Orbignya,martiana,,,,,Good
Plant Extracts,Orbignya,oleifera,,,,,Good
 Emollients,Orbignya,oleifera,,,,,Good
Plant Extracts,orchid,,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,orchid,,,,,,Poor
 Sensitizing,orchid,,,,,,Poor
Plant Extracts,oregano,,,,,,Poor
 Sensitizing,oregano,,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,oregano,,,,,,Poor
Plant Extracts,Origanum,majorana,,,,,Poor
 Sensitizing,Origanum,majorana,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,Origanum,majorana,,,,,Poor
Plant Extracts,Origanum,vulgare,flower,extract,,,Poor
 Sensitizing,Origanum,vulgare,flower,extract,,,Poor
Plant Extracts,orris,root,,,,,Poor
 Sensitizing,orris,root,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,orris,root,,,,,Poor
Antioxidants,oryzanol,,,,,,Good
 Plant Extracts,oryzanol,,,,,,Good
Skin-Softening,Oryza,sativa,cera,,,,Best
Plant Extracts,Oryza,sativa,oil,,,,Good
 Emollients,Oryza,sativa,oil,,,,Good
Antioxidants,oxidoreductase,,,,,,Best
Sunscreen Actives,oxybenzone,,,,,,Best
Texture Enhancer,ozokerite,,,,,,Good
Skin-Soothing,P.,elisabethae,,,,,Good
 Antioxidants,P.,elisabethae,,,,,Good
Sunscreen Actives,PABA,,,,,,Poor
Sunscreen Actives,padimate,O,,,,,Average
Antioxidants,Padina,pavonica,extract,,,,Good
 Emollients,Padina,pavonica,extract,,,,Good
 Plant Extracts,Padina,pavonica,extract,,,,Good
Plant Extracts,Paeonia,albiflora,extract,,,,Average
Antioxidants,Paeonia,suffruticosa,extract,,,,Average
 Plant Extracts,Paeonia,suffruticosa,extract,,,,Average
Antioxidants,Palmaria,palmata,extract,,,,Good
 Plant Extracts,Palmaria,palmata,extract,,,,Good
 Emollients,Palmaria,palmata,extract,,,,Good
Plant Extracts,palmarosa,oil,,,,,Poor
Emollients,palmitic,acid,,,,,Good
 Skin-Replenishing,palmitic,acid,,,,,Good
 Cleansing Agents,palmitic,acid,,,,,Good
Skin-Restoring,palmitoyl,hexapeptide-12,,,,,Best
Skin-Restoring,palmitoyl,oligopeptide,,,,,Best
Skin-Restoring,palmitoyl,pentapeptide-4,,,,,Best
Skin-Restoring,palmitoyl,tetrapeptide-7,,,,,Best
Skin-Restoring,palmitoyl,tripeptide-1,,,,,Best
Skin-Restoring,Palmitoyl,Tripeptide-38,,,,,Best
Skin-Restoring,palmitoyl,tripeptide-5,,,,,Best
Skin-Restoring,palmitoyl,tripeptide-8,,,,,Good
Emollients,palm,kernel,acid,,,,Good
 Cleansing Agents,palm,kernel,acid,,,,Good
Antioxidants,palm,oil,,,,,Best
 Skin-Replenishing,palm,oil,,,,,Best
 Emollients,palm,oil,,,,,Best
Plant Extracts,Panicum,miliaceum,,,,,Average
Skin-Soothing,pansy,extract,,,,,Average
 Antioxidants,pansy,extract,,,,,Average
 Plant Extracts,pansy,extract,,,,,Average
Vitamins,pantethine,,,,,,Good
Vitamins,panthenol,,,,,,Best
Vitamins,pantothenic,acid,,,,,Best
Plant Extracts,papain,,,,,,Poor
 Exfoliant,papain,,,,,,Poor
Plant Extracts,papaya,extract,,,,,Average
 Exfoliant,papaya,extract,,,,,Average
Sunscreen Actives,para-aminobenzoic,acid,(PABA),,,,Poor
Preservatives,parabens,,,,,,Good
Texture Enhancer,paraffin,,,,,,Good
Emollients,Paraffinum,liquidum,,,,,Good
Sunscreen Actives,Parsol,1789,,,,,Best
Plant Extracts,Passiflora,edulis,extract,,,,Good
Skin-Soothing,Passiflora,edulis,seed,oil,,,Best
 Antioxidants,Passiflora,edulis,seed,oil,,,Best
 Plant Extracts,Passiflora,edulis,seed,oil,,,Best
Plant Extracts,passion,fruit,extract,,,,Good
Plant Extracts,patchouli,,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,patchouli,,,,,,Poor
Plant Extracts,pawpaw,extract,,,,,Average
 Exfoliant,pawpaw,extract,,,,,Average
Hydration,PCA,,,,,,Good
Plant Extracts,peanut,oil,,,,,Good
 Emollients,peanut,oil,,,,,Good
Plant Extracts,pecan,oil,,,,,Good
 Emollients,pecan,oil,,,,,Good
Plant Extracts,pectin,,,,,,Good
 Texture Enhancer,pectin,,,,,,Good
 Emollients,pectin,,,,,,Good
Cleansing Agents,PEG/PPG-17/6,copolymer,,,,,Good
 Emollients,PEG/PPG-17/6,copolymer,,,,,Good
Silicones,PEG/PPG-18/18,dimethicone,,,,,Good
 Emollients,PEG/PPG-18/18,dimethicone,,,,,Good
 Cleansing Agents,PEG/PPG-18/18,dimethicone,,,,,Good
Uncategorized,PEG/PPG-18/4,copolymer,,,,,Good
Silicones,PEG/PPG-20/15,dimethicone,,,,,Good
 Cleansing Agents,PEG/PPG-20/15,dimethicone,,,,,Good
 Emollients,PEG/PPG-20/15,dimethicone,,,,,Good
Emollients,PEG-100,stearate,,,,,Good
 Cleansing Agents,PEG-100,stearate,,,,,Good
Silicones,PEG-10,dimethicone,,,,,Good
 Emollients,PEG-10,dimethicone,,,,,Good
 Cleansing Agents,PEG-10,dimethicone,,,,,Good
Silicones,PEG-10,dimethicone/vinyl,dimethicone,crosspolymer,,,Good
 Cleansing Agents,PEG-10,dimethicone/vinyl,dimethicone,crosspolymer,,,Good
 Emollients,PEG-10,dimethicone/vinyl,dimethicone,crosspolymer,,,Good
Cleansing Agents,PEG-10,phytosterol,,,,,Good
 Emulsifiers,PEG-10,phytosterol,,,,,Good
Cleansing Agents,PEG-10,rapeseed,sterol,,,,Good
 Emollients,PEG-10,rapeseed,sterol,,,,Good
Cleansing Agents,PEG-120,methyl,glucose,dioleate,,,Good
Silicones,PEG-12,dimethicone,,,,,Good
 Cleansing Agents,PEG-12,dimethicone,,,,,Good
 Emollients,PEG-12,dimethicone,,,,,Good
Hydration,PEG-12,glyceryl,dimyristate,,,,Good
 Skin-Replenishing,PEG-12,glyceryl,dimyristate,,,,Good
Uncategorized,PEG-14,,,,,,Good
Texture Enhancer,PEG-150,distearate,,,,,Good
Cleansing Agents,PEG-20,methyl,glucose,sesquistearate,,,Good
 Emollients,PEG-20,methyl,glucose,sesquistearate,,,Good
Texture Enhancer,PEG-32,,,,,,Good
Uncategorized,PEG-33,,,,,,Good
Plant Extracts,PEG-40,hydrogenated,castor,oil,,,Good
 Emollients,PEG-40,hydrogenated,castor,oil,,,Good
 Texture Enhancer,PEG-40,hydrogenated,castor,oil,,,Good
Cleansing Agents,PEG-40,stearate,,,,,Good
Emollients,PEG-60,almond,glycerides,,,,Good
